id,order_date,product,category,region,price,quantity,sales_amount,product_name,cost,profit_margin,total_revenue
135.0,20-06-2024,Laptop,Electronics,South,1399.09,5,6995.45,0,0.0,1399.0899658203125,6995.4498291015625
136.0,04-10-2024,Headphones,Electronics,North,231.01,5,1155.05,0,0.0,231.00999450683594,1155.0499725341797
137.0,20-04-2024,Headphones,Electronics,West,1277.66,4,5110.64,0,0.0,1277.6600341796875,5110.64013671875
138.0,01-02-2024,Smartphone,Electronics,West,766.47,4,3065.88,0,0.0,766.469970703125,3065.8798828125
139.0,14-05-2024,Smartphone,Electronics,South,660.49,2,1320.98,0,0.0,660.489990234375,1320.97998046875
140.0,15-10-2024,Smartphone,Electronics,North,868.57,2,1737.14,0,0.0,868.5700073242188,1737.1400146484375
141.0,26-02-2024,Shampoo,Personal Care,West,1082.73,4,4330.92,0,0.0,1082.72998046875,4330.919921875
142.0,01-07-2024,T-Shirt,Fashion,North,1498.79,4,5995.16,0,0.0,1498.7900390625,5995.16015625
143.0,30-09-2024,Face Cream,Personal Care,East,16.5,3,49.5,0,0.0,16.5,49.5
144.0,16-07-2024,Backpack,Accessories,South,396.46,2,792.92,0,0.0,396.4599914550781,792.9199829101562
145.0,30-09-2024,Face Cream,Personal Care,North,460.34,2,920.68,0,0.0,460.3399963378906,920.6799926757812
146.0,19-04-2024,Backpack,Accessories,East,782.73,4,3130.92,0,0.0,782.72998046875,3130.919921875
147.0,12-05-2024,Headphones,Electronics,East,990.35,2,1980.7,0,0.0,990.3499755859375,1980.699951171875
148.0,23-06-2024,Foundation,Cosmetics,East,800.21,4,3200.84,0,0.0,800.2100219726562,3200.840087890625
149.0,29-11-2024,Lipstick,Cosmetics,East,1400.76,3,4202.28,0,0.0,1400.760009765625,4202.280029296875
150.0,08-02-2024,Backpack,Accessories,North,606.4,1,606.4,0,0.0,606.4000244140625,606.4000244140625
151.0,22-07-2024,Shampoo,Personal Care,East,1029.87,3,3089.61,0,0.0,1029.8699951171875,3089.6099853515625
152.0,04-09-2024,Lipstick,Cosmetics,North,59.28,2,118.56,0,0.0,59.279998779296875,118.55999755859375
153.0,21-07-2024,Shoes,Fashion,West,971.12,1,971.12,0,0.0,971.1199951171875,971.1199951171875
154.0,03-07-2024,Shoes,Fashion,East,1420.96,4,5683.84,0,0.0,1420.9599609375,5683.83984375
155.0,12-10-2024,Backpack,Accessories,North,998.87,2,1997.74,0,0.0,998.8699951171875,1997.739990234375
156.0,12-06-2024,T-Shirt,Fashion,West,13.41,1,13.41,0,0.0,13.40999984741211,13.40999984741211
157.0,09-11-2024,Backpack,Accessories,South,750.31,1,750.31,0,0.0,750.3099975585938,750.3099975585938
158.0,21-10-2024,Lipstick,Cosmetics,West,742.44,1,742.44,0,0.0,742.4400024414062,742.4400024414062
159.0,20-04-2024,Lipstick,Cosmetics,North,345.7,2,691.4,0,0.0,345.70001220703125,691.4000244140625
160.0,01-07-2024,Backpack,Accessories,South,93.65,2,187.3,0,0.0,93.6500015258789,187.3000030517578
161.0,25-06-2024,Laptop,Electronics,East,1236.14,3,3708.42,0,0.0,1236.1400146484375,3708.4200439453125
162.0,31-10-2024,Backpack,Accessories,West,322.29,5,1611.45,0,0.0,322.2900085449219,1611.4500427246094
163.0,10-06-2024,Backpack,Accessories,South,1209.24,1,1209.24,0,0.0,1209.239990234375,1209.239990234375
164.0,11-02-2024,Foundation,Cosmetics,South,1376.87,5,6884.35,0,0.0,1376.8699951171875,6884.3499755859375
165.0,01-11-2024,Lipstick,Cosmetics,West,77.38,5,386.9,0,0.0,77.37999725341797,386.89998626708984
166.0,31-12-2024,Headphones,Electronics,North,676.09,3,2028.27,0,0.0,676.0900268554688,2028.2700805664062
167.0,25-11-2024,Headphones,Electronics,West,21.53,1,21.53,0,0.0,21.530000686645508,21.530000686645508
168.0,29-04-2024,Smartphone,Electronics,North,433.61,1,433.61,0,0.0,433.6099853515625,433.6099853515625
169.0,18-10-2024,Smartphone,Electronics,West,557.82,4,2231.28,0,0.0,557.8200073242188,2231.280029296875
170.0,25-04-2024,Shoes,Fashion,East,1371.74,5,6858.7,0,0.0,1371.739990234375,6858.699951171875
171.0,03-09-2024,Lipstick,Cosmetics,South,561.2,2,1122.4,0,0.0,561.2000122070312,1122.4000244140625
172.0,27-01-2024,Shampoo,Personal Care,South,1181.29,2,2362.58,0,0.0,1181.2900390625,2362.580078125
173.0,24-04-2024,Shampoo,Personal Care,East,305.8,2,611.6,0,0.0,305.79998779296875,611.5999755859375
174.0,26-12-2024,Face Cream,Personal Care,North,1454.35,1,1454.35,0,0.0,1454.3499755859375,1454.3499755859375
175.0,18-09-2024,T-Shirt,Fashion,North,198.49,4,793.96,0,0.0,198.49000549316406,793.9600219726562
176.0,26-02-2024,T-Shirt,Fashion,West,679.49,5,3397.45,0,0.0,679.489990234375,3397.449951171875
177.0,13-07-2024,Shampoo,Personal Care,West,763.74,5,3818.7,0,0.0,763.739990234375,3818.699951171875
178.0,23-04-2024,Shampoo,Personal Care,North,775.58,5,3877.9,0,0.0,775.5800170898438,3877.9000854492188
179.0,26-01-2024,Foundation,Cosmetics,North,1348.14,4,5392.56,0,0.0,1348.1400146484375,5392.56005859375
180.0,02-11-2024,Backpack,Accessories,South,545.3,5,2726.5,0,0.0,545.2999877929688,2726.4999389648438
181.0,11-04-2024,Headphones,Electronics,South,395.18,3,1185.54,0,0.0,395.17999267578125,1185.5399780273438
182.0,01-12-2024,Smartphone,Electronics,South,1248.7,4,4994.8,0,0.0,1248.699951171875,4994.7998046875
183.0,04-01-2024,Smartphone,Electronics,West,1207.23,1,1207.23,0,0.0,1207.22998046875,1207.22998046875
184.0,17-06-2024,Laptop,Electronics,East,1111.83,2,2223.66,0,0.0,1111.8299560546875,2223.659912109375
185.0,29-02-2024,Shampoo,Personal Care,North,1396.68,3,4190.04,0,0.0,1396.6800537109375,4190.0401611328125
186.0,10-10-2024,Backpack,Accessories,West,1229.04,4,4916.16,0,0.0,1229.0400390625,4916.16015625
187.0,03-04-2024,Shampoo,Personal Care,North,829.18,2,1658.36,0,0.0,829.1799926757812,1658.3599853515625
188.0,03-11-2024,Face Cream,Personal Care,East,1057.77,4,4231.08,0,0.0,1057.77001953125,4231.080078125
189.0,26-01-2024,Foundation,Cosmetics,West,94.35,3,283.05,0,0.0,94.3499984741211,283.0499954223633
190.0,11-11-2024,Shoes,Fashion,North,419.45,3,1258.35,0,0.0,419.45001220703125,1258.3500366210938
191.0,19-02-2024,Backpack,Accessories,West,1233.53,1,1233.53,0,0.0,1233.530029296875,1233.530029296875
192.0,02-02-2024,Backpack,Accessories,West,1278.79,1,1278.79,0,0.0,1278.7900390625,1278.7900390625
193.0,09-08-2024,Shampoo,Personal Care,West,240.29,2,480.58,0,0.0,240.2899932861328,480.5799865722656
194.0,23-02-2024,Backpack,Accessories,South,531.37,3,1594.11,0,0.0,531.3699951171875,1594.1099853515625
195.0,30-07-2024,Shoes,Fashion,South,1185.59,4,4742.36,0,0.0,1185.5899658203125,4742.35986328125
196.0,06-08-2024,Shoes,Fashion,East,414.18,1,414.18,0,0.0,414.17999267578125,414.17999267578125
197.0,08-02-2024,Face Cream,Personal Care,East,854.65,2,1709.3,0,0.0,854.6500244140625,1709.300048828125
198.0,10-04-2024,Shoes,Fashion,East,1316.47,1,1316.47,0,0.0,1316.469970703125,1316.469970703125
199.0,04-02-2024,Shoes,Fashion,West,1247.92,2,2495.84,0,0.0,1247.9200439453125,2495.840087890625
200.0,04-09-2024,Lipstick,Cosmetics,West,1169.17,5,5845.85,0,0.0,1169.1700439453125,5845.8502197265625
201.0,09-10-2024,Headphones,Electronics,East,168.03,4,672.12,0,0.0,168.02999877929688,672.1199951171875
202.0,21-01-2024,Face Cream,Personal Care,North,155.55,4,622.2,0,0.0,155.5500030517578,622.2000122070312
203.0,10-05-2024,T-Shirt,Fashion,West,1359.67,2,2719.34,0,0.0,1359.6700439453125,2719.340087890625
204.0,11-02-2024,T-Shirt,Fashion,West,741.76,3,2225.28,0,0.0,741.760009765625,2225.280029296875
205.0,05-04-2024,Headphones,Electronics,South,188.93,4,755.72,0,0.0,188.92999267578125,755.719970703125
206.0,12-12-2024,Backpack,Accessories,North,409.87,4,1639.48,0,0.0,409.8699951171875,1639.47998046875
207.0,28-08-2024,Laptop,Electronics,South,1188.02,2,2376.04,0,0.0,1188.02001953125,2376.0400390625
208.0,12-09-2024,Smartphone,Electronics,North,1026.54,4,4106.16,0,0.0,1026.5400390625,4106.16015625
209.0,01-12-2024,Backpack,Accessories,South,638.07,3,1914.21,0,0.0,638.0700073242188,1914.2100219726562
210.0,08-10-2024,Headphones,Electronics,East,1009.14,4,4036.56,0,0.0,1009.1400146484375,4036.56005859375
211.0,21-06-2024,Headphones,Electronics,East,1151.31,5,5756.55,0,0.0,1151.31005859375,5756.55029296875
212.0,10-11-2024,Headphones,Electronics,North,759.04,3,2277.12,0,0.0,759.0399780273438,2277.1199340820312
213.0,17-01-2024,Shoes,Fashion,West,252.91,5,1264.55,0,0.0,252.91000366210938,1264.5500183105469
214.0,10-07-2024,Shoes,Fashion,South,407.5,3,1222.5,0,0.0,407.5,1222.5
215.0,20-07-2024,Shoes,Fashion,North,1360.98,1,1360.98,0,0.0,1360.97998046875,1360.97998046875
216.0,12-07-2024,Face Cream,Personal Care,North,801.95,3,2405.85,0,0.0,801.9500122070312,2405.8500366210938
217.0,06-11-2024,Lipstick,Cosmetics,South,646.82,4,2587.28,0,0.0,646.8200073242188,2587.280029296875
218.0,28-09-2024,Backpack,Accessories,South,1115.42,2,2230.84,0,0.0,1115.4200439453125,2230.840087890625
219.0,25-03-2024,Shampoo,Personal Care,West,1410.0,3,4230.0,0,0.0,1410.0,4230.0
220.0,05-08-2024,Shampoo,Personal Care,West,385.15,5,1925.75,0,0.0,385.1499938964844,1925.7499694824219
221.0,29-07-2024,Headphones,Electronics,South,404.56,2,809.12,0,0.0,404.55999755859375,809.1199951171875
222.0,05-11-2024,Headphones,Electronics,North,1043.47,5,5217.35,0,0.0,1043.469970703125,5217.349853515625
223.0,26-08-2024,Laptop,Electronics,North,650.67,1,650.67,0,0.0,650.6699829101562,650.6699829101562
224.0,09-01-2024,Lipstick,Cosmetics,East,978.24,1,978.24,0,0.0,978.239990234375,978.239990234375
225.0,11-12-2024,Headphones,Electronics,North,68.63,5,343.15,0,0.0,68.62999725341797,343.14998626708984
226.0,04-07-2024,Backpack,Accessories,East,479.83,5,2399.15,0,0.0,479.8299865722656,2399.149932861328
227.0,05-03-2024,Foundation,Cosmetics,South,518.42,4,2073.68,0,0.0,518.4199829101562,2073.679931640625
228.0,04-06-2024,Foundation,Cosmetics,East,752.91,1,752.91,0,0.0,752.9099731445312,752.9099731445312
229.0,18-05-2024,Shampoo,Personal Care,East,577.71,1,577.71,0,0.0,577.7100219726562,577.7100219726562
230.0,01-02-2024,Shoes,Fashion,South,56.77,1,56.77,0,0.0,56.77000045776367,56.77000045776367
231.0,14-04-2024,Backpack,Accessories,North,884.33,3,2652.99,0,0.0,884.3300170898438,2652.9900512695312
232.0,12-02-2024,Laptop,Electronics,East,602.2,5,3011.0,0,0.0,602.2000122070312,3011.0000610351562
233.0,24-05-2024,Shampoo,Personal Care,South,1311.15,3,3933.45,0,0.0,1311.1500244140625,3933.4500732421875
234.0,18-06-2024,Laptop,Electronics,East,31.87,1,31.87,0,0.0,31.8700008392334,31.8700008392334
235.0,09-03-2024,Backpack,Accessories,South,889.73,5,4448.65,0,0.0,889.72998046875,4448.64990234375
236.0,26-10-2024,Headphones,Electronics,East,1051.78,1,1051.78,0,0.0,1051.780029296875,1051.780029296875
237.0,04-05-2024,Foundation,Cosmetics,North,780.79,4,3123.16,0,0.0,780.7899780273438,3123.159912109375
238.0,30-07-2024,Foundation,Cosmetics,East,1217.11,1,1217.11,0,0.0,1217.1099853515625,1217.1099853515625
239.0,14-07-2024,Laptop,Electronics,West,1077.82,4,4311.28,0,0.0,1077.8199462890625,4311.27978515625
240.0,01-01-2024,Headphones,Electronics,North,1438.71,1,1438.71,0,0.0,1438.7099609375,1438.7099609375
241.0,15-07-2024,Backpack,Accessories,South,1168.94,3,3506.82,0,0.0,1168.93994140625,3506.81982421875
242.0,12-10-2024,Backpack,Accessories,North,495.76,1,495.76,0,0.0,495.760009765625,495.760009765625
243.0,05-07-2024,Lipstick,Cosmetics,North,250.06,3,750.18,0,0.0,250.05999755859375,750.1799926757812
